Date,ETF,ETF
2015-08-27,USMV,USMV
2015-08-27,EFA,EFA
2015-08-28,SPY,SPY
2015-08-28,MTUM,MTUM
2015-08-28,VLUE,VLUE
2015-08-28,USMV,USMV
2015-08-28,EFA,EFA
2015-08-31,SPY,SPY
2015-08-31,MTUM,MTUM
2015-08-31,VLUE,VLUE
2015-08-31,USMV,USMV
2015-08-31,EFA,EFA
2015-09-01,SPY,SPY
2015-09-01,MTUM,MTUM
2015-09-01,VLUE,VLUE
2015-09-01,USMV,USMV
2015-09-01,EFA,EFA
2015-09-02,SPY,SPY
2015-09-02,MTUM,MTUM
2015-09-02,VLUE,VLUE
2015-09-02,USMV,USMV
2015-09-02,EFA,EFA
2015-09-03,SPY,SPY
2015-09-03,MTUM,MTUM
2015-09-03,VLUE,VLUE
2015-09-03,USMV,USMV
2015-09-03,EFA,EFA
2015-09-04,SPY,SPY
2015-09-04,MTUM,MTUM
2015-09-04,VLUE,VLUE
2015-09-04,USMV,USMV
2015-09-04,EFA,EFA
2015-09-08,SPY,SPY
2015-09-08,MTUM,MTUM
2015-09-08,VLUE,VLUE
2015-09-08,USMV,USMV
2015-09-08,EFA,EFA
2015-09-09,SPY,SPY
2015-09-09,MTUM,MTUM
2015-09-09,VLUE,VLUE
2015-09-09,USMV,USMV
2015-09-09,EFA,EFA
2015-09-10,SPY,SPY
2015-09-10,MTUM,MTUM
2015-09-10,VLUE,VLUE
2015-09-10,USMV,USMV
2015-09-10,EFA,EFA
2015-09-11,SPY,SPY
2015-09-11,MTUM,MTUM
2015-09-11,VLUE,VLUE
2015-09-11,USMV,USMV
2015-09-11,EFA,EFA
2015-09-14,SPY,SPY
2015-09-14,MTUM,MTUM
2015-09-14,VLUE,VLUE
2015-09-14,USMV,USMV
2015-09-14,EFA,EFA
2015-09-15,SPY,SPY
2015-09-15,MTUM,MTUM
2015-09-15,VLUE,VLUE
2015-09-15,USMV,USMV
2015-09-15,EFA,EFA
2015-09-16,SPY,SPY
2015-09-16,MTUM,MTUM
2015-09-16,VLUE,VLUE
2015-09-16,USMV,USMV
2015-09-16,EFA,EFA
2015-09-17,SPY,SPY
2015-09-17,MTUM,MTUM
2015-09-17,VLUE,VLUE
2015-09-17,USMV,USMV
2015-09-17,EFA,EFA
2015-09-18,SPY,SPY
2015-09-18,MTUM,MTUM
2015-09-18,VLUE,VLUE
2015-09-18,USMV,USMV
2015-09-18,EFA,EFA
2015-09-21,SPY,SPY
2015-09-21,MTUM,MTUM
2015-09-21,VLUE,VLUE
2015-09-21,USMV,USMV
2015-09-21,EFA,EFA
2015-09-22,SPY,SPY
2015-09-22,MTUM,MTUM
2015-09-22,VLUE,VLUE
2015-09-22,USMV,USMV
2015-09-22,EFA,EFA
2015-09-23,SPY,SPY
2015-09-23,MTUM,MTUM
2015-09-23,VLUE,VLUE
2015-09-23,USMV,USMV
2015-09-23,EFA,EFA
2015-09-24,SPY,SPY
2015-09-24,MTUM,MTUM
2015-09-24,VLUE,VLUE
2015-09-24,USMV,USMV
2015-09-24,EFA,EFA
2015-09-25,SPY,SPY
2015-09-25,MTUM,MTUM
2015-09-25,VLUE,VLUE
2015-09-25,USMV,USMV
2015-09-25,EFA,EFA
2015-09-28,SPY,SPY
2015-09-28,MTUM,MTUM
2015-09-28,VLUE,VLUE
2015-09-28,USMV,USMV
2015-09-28,EFA,EFA
2015-09-29,SPY,SPY
2015-09-29,MTUM,MTUM
2015-09-29,VLUE,VLUE
2015-09-29,USMV,USMV
2015-09-29,EFA,EFA
2015-09-30,SPY,SPY
2015-09-30,MTUM,MTUM
2015-09-30,VLUE,VLUE
2015-09-30,USMV,USMV
2015-09-30,EFA,EFA
2015-10-01,SPY,SPY
2015-10-01,MTUM,MTUM
2015-10-01,VLUE,VLUE
2015-10-01,USMV,USMV
2015-10-01,EFA,EFA
2015-10-02,SPY,SPY
2015-10-02,MTUM,MTUM
2015-10-02,VLUE,VLUE
2015-10-02,USMV,USMV
2015-10-02,EFA,EFA
2015-10-05,SPY,SPY
2015-10-05,MTUM,MTUM
2015-10-05,VLUE,VLUE
2015-10-05,USMV,USMV
2015-10-05,EFA,EFA
2015-10-06,SPY,SPY
2015-10-06,MTUM,MTUM
2015-10-06,VLUE,VLUE
2015-10-06,USMV,USMV
2015-10-06,EFA,EFA
2015-10-07,SPY,SPY
2015-10-07,MTUM,MTUM
2015-10-07,VLUE,VLUE
2015-10-07,USMV,USMV
2015-10-07,EFA,EFA
2015-10-08,SPY,SPY
2015-10-08,MTUM,MTUM
2015-10-08,VLUE,VLUE
2015-10-08,USMV,USMV
2015-10-08,EFA,EFA
2015-10-09,SPY,SPY
2015-10-09,MTUM,MTUM
2015-10-09,VLUE,VLUE
2015-10-09,USMV,USMV
2015-10-09,EFA,EFA
2015-10-12,SPY,SPY
2015-10-12,MTUM,MTUM
2015-10-12,VLUE,VLUE
2015-10-12,USMV,USMV
2015-10-12,EFA,EFA
2015-10-13,SPY,SPY
2015-10-13,MTUM,MTUM
2015-10-13,VLUE,VLUE
2015-10-13,USMV,USMV
2015-10-13,EFA,EFA
2015-10-14,SPY,SPY
2015-10-14,MTUM,MTUM
2015-10-14,VLUE,VLUE
2015-10-14,USMV,USMV
2015-10-14,EFA,EFA
2015-10-15,SPY,SPY
2015-10-15,MTUM,MTUM
2015-10-15,VLUE,VLUE
2015-10-15,USMV,USMV
2015-10-15,EFA,EFA
2015-10-16,SPY,SPY
2015-10-16,MTUM,MTUM
2015-10-16,VLUE,VLUE
2015-10-16,USMV,USMV
2015-10-16,EFA,EFA
2015-10-19,SPY,SPY
2015-10-19,MTUM,MTUM
2015-10-19,VLUE,VLUE
2015-10-19,USMV,USMV
2015-10-19,EFA,EFA
2015-10-20,SPY,SPY
2015-10-20,MTUM,MTUM
2015-10-20,VLUE,VLUE
2015-10-20,USMV,USMV
2015-10-20,EFA,EFA
2015-10-21,SPY,SPY
2015-10-21,MTUM,MTUM
2015-10-21,VLUE,VLUE
2015-10-21,USMV,USMV
2015-10-21,EFA,EFA
2015-10-22,SPY,SPY
2015-10-22,MTUM,MTUM
2015-10-22,VLUE,VLUE
2015-10-22,USMV,USMV
2015-10-22,EFA,EFA
2015-10-23,SPY,SPY
2015-10-23,MTUM,MTUM
2015-10-23,VLUE,VLUE
2015-10-23,USMV,USMV
2015-10-23,EFA,EFA
2015-10-26,SPY,SPY
2015-10-26,MTUM,MTUM
2015-10-26,VLUE,VLUE
2015-10-26,USMV,USMV
2015-10-26,EFA,EFA
2015-10-27,SPY,SPY
2015-10-27,MTUM,MTUM
2015-10-27,VLUE,VLUE
2015-10-27,USMV,USMV
2015-10-27,EFA,EFA
2015-10-28,SPY,SPY
2015-10-28,MTUM,MTUM
2015-10-28,VLUE,VLUE
2015-10-28,USMV,USMV
2015-10-28,EFA,EFA
2015-10-29,SPY,SPY
2015-10-29,MTUM,MTUM
2015-10-29,VLUE,VLUE
2015-10-29,USMV,USMV
2015-10-29,EFA,EFA
2015-10-30,SPY,SPY
2015-10-30,MTUM,MTUM
2015-10-30,VLUE,VLUE
2015-10-30,USMV,USMV
2015-10-30,EFA,EFA
2015-11-02,SPY,SPY
2015-11-02,MTUM,MTUM
2015-11-02,VLUE,VLUE
2015-11-02,USMV,USMV
2015-11-02,EFA,EFA
2015-11-03,SPY,SPY
2015-11-03,MTUM,MTUM
2015-11-03,VLUE,VLUE
2015-11-03,USMV,USMV
2015-11-03,EFA,EFA
2015-11-04,SPY,SPY
2015-11-04,MTUM,MTUM
2015-11-04,VLUE,VLUE
2015-11-04,USMV,USMV
2015-11-04,EFA,EFA
2015-11-05,SPY,SPY
2015-11-05,MTUM,MTUM
2015-11-05,VLUE,VLUE
2015-11-05,USMV,USMV
2015-11-05,EFA,EFA
2015-11-06,SPY,SPY
2015-11-06,MTUM,MTUM
2015-11-06,VLUE,VLUE
2015-11-06,USMV,USMV
2015-11-06,EFA,EFA
2015-11-09,SPY,SPY
2015-11-09,MTUM,MTUM
2015-11-09,VLUE,VLUE
2015-11-09,USMV,USMV
2015-11-09,EFA,EFA
2015-11-10,SPY,SPY
2015-11-10,MTUM,MTUM
2015-11-10,VLUE,VLUE
2015-11-10,USMV,USMV
2015-11-10,EFA,EFA
2015-11-11,SPY,SPY
2015-11-11,MTUM,MTUM
2015-11-11,VLUE,VLUE
2015-11-11,USMV,USMV
2015-11-11,EFA,EFA
2015-11-12,SPY,SPY
2015-11-12,MTUM,MTUM
2015-11-12,VLUE,VLUE
2015-11-12,USMV,USMV
2015-11-12,EFA,EFA
2015-11-13,SPY,SPY
2015-11-13,MTUM,MTUM
2015-11-13,VLUE,VLUE
2015-11-13,USMV,USMV
2015-11-13,EFA,EFA
2015-11-16,SPY,SPY
2015-11-16,MTUM,MTUM
2015-11-16,VLUE,VLUE
2015-11-16,USMV,USMV
2015-11-16,EFA,EFA
2015-11-17,SPY,SPY
2015-11-17,MTUM,MTUM
2015-11-17,VLUE,VLUE
2015-11-17,USMV,USMV
2015-11-17,EFA,EFA
2015-11-18,SPY,SPY
2015-11-18,MTUM,MTUM
2015-11-18,VLUE,VLUE
2015-11-18,USMV,USMV
2015-11-18,EFA,EFA
2015-11-19,SPY,SPY
2015-11-19,MTUM,MTUM
2015-11-19,VLUE,VLUE
2015-11-19,USMV,USMV
2015-11-19,EFA,EFA
2015-11-20,SPY,SPY
2015-11-20,MTUM,MTUM
2015-11-20,VLUE,VLUE
2015-11-20,USMV,USMV
2015-11-20,EFA,EFA
2015-11-23,SPY,SPY
2015-11-23,MTUM,MTUM
2015-11-23,VLUE,VLUE
2015-11-23,USMV,USMV
2015-11-23,EFA,EFA
2015-11-24,SPY,SPY
2015-11-24,MTUM,MTUM
2015-11-24,VLUE,VLUE
2015-11-24,USMV,USMV
2015-11-24,EFA,EFA
2015-11-25,SPY,SPY
2015-11-25,MTUM,MTUM
2015-11-25,VLUE,VLUE
2015-11-25,USMV,USMV
2015-11-25,EFA,EFA
2015-11-27,SPY,SPY
2015-11-27,MTUM,MTUM
2015-11-27,VLUE,VLUE
2015-11-27,USMV,USMV
2015-11-27,EFA,EFA
2015-11-30,SPY,SPY
2015-11-30,MTUM,MTUM
2015-11-30,VLUE,VLUE
2015-11-30,USMV,USMV
2015-11-30,EFA,EFA
2015-12-01,SPY,SPY
2015-12-01,MTUM,MTUM
2015-12-01,VLUE,VLUE
2015-12-01,USMV,USMV
2015-12-01,EFA,EFA
2015-12-02,SPY,SPY
2015-12-02,MTUM,MTUM
2015-12-02,VLUE,VLUE
2015-12-02,USMV,USMV
2015-12-02,EFA,EFA
2015-12-03,SPY,SPY
2015-12-03,MTUM,MTUM
2015-12-03,VLUE,VLUE
2015-12-03,USMV,USMV
2015-12-03,EFA,EFA
2015-12-04,SPY,SPY
2015-12-04,MTUM,MTUM
2015-12-04,VLUE,VLUE
2015-12-04,USMV,USMV
2015-12-04,EFA,EFA
2015-12-07,SPY,SPY
2015-12-07,MTUM,MTUM
2015-12-07,VLUE,VLUE
2015-12-07,USMV,USMV
2015-12-07,EFA,EFA
2015-12-08,SPY,SPY
2015-12-08,MTUM,MTUM
2015-12-08,VLUE,VLUE
2015-12-08,USMV,USMV
2015-12-08,EFA,EFA
2015-12-09,SPY,SPY
2015-12-09,MTUM,MTUM
2015-12-09,VLUE,VLUE
2015-12-09,USMV,USMV
2015-12-09,EFA,EFA
2015-12-10,SPY,SPY
2015-12-10,MTUM,MTUM
2015-12-10,VLUE,VLUE
2015-12-10,USMV,USMV
2015-12-10,EFA,EFA
2015-12-11,SPY,SPY
2015-12-11,MTUM,MTUM
2015-12-11,VLUE,VLUE
2015-12-11,USMV,USMV
2015-12-11,EFA,EFA
2015-12-14,SPY,SPY
2015-12-14,MTUM,MTUM
2015-12-14,VLUE,VLUE
2015-12-14,USMV,USMV
2015-12-14,EFA,EFA
2015-12-15,SPY,SPY
2015-12-15,MTUM,MTUM
2015-12-15,VLUE,VLUE
2015-12-15,USMV,USMV
2015-12-15,EFA,EFA
2015-12-16,SPY,SPY
2015-12-16,MTUM,MTUM
2015-12-16,VLUE,VLUE
2015-12-16,USMV,USMV
2015-12-16,EFA,EFA
2015-12-17,SPY,SPY
2015-12-17,MTUM,MTUM
2015-12-17,VLUE,VLUE
2015-12-17,USMV,USMV
2015-12-17,EFA,EFA
2015-12-18,SPY,SPY
2015-12-18,MTUM,MTUM
2015-12-18,VLUE,VLUE
2015-12-18,USMV,USMV
2015-12-18,EFA,EFA
2015-12-21,SPY,SPY
2015-12-21,MTUM,MTUM
2015-12-21,VLUE,VLUE
2015-12-21,USMV,USMV
2015-12-21,EFA,EFA
2015-12-22,SPY,SPY
2015-12-22,MTUM,MTUM
2015-12-22,VLUE,VLUE
2015-12-22,USMV,USMV
2015-12-22,EFA,EFA
2015-12-23,SPY,SPY
2015-12-23,MTUM,MTUM
2015-12-23,VLUE,VLUE
2015-12-23,USMV,USMV
2015-12-23,EFA,EFA
2015-12-24,SPY,SPY
2015-12-24,MTUM,MTUM
2015-12-24,VLUE,VLUE
2015-12-24,USMV,USMV
2015-12-24,EFA,EFA
2015-12-28,SPY,SPY
2015-12-28,MTUM,MTUM
2015-12-28,VLUE,VLUE
2015-12-28,USMV,USMV
2015-12-28,EFA,EFA
2015-12-29,SPY,SPY
2015-12-29,MTUM,MTUM
2015-12-29,VLUE,VLUE
2015-12-29,USMV,USMV
2015-12-29,EFA,EFA
2015-12-30,SPY,SPY
2015-12-30,MTUM,MTUM
2015-12-30,VLUE,VLUE
2015-12-30,USMV,USMV
2015-12-30,EFA,EFA
2015-12-31,SPY,SPY
2015-12-31,MTUM,MTUM
2015-12-31,VLUE,VLUE
2015-12-31,USMV,USMV
2015-12-31,EFA,EFA
2016-01-04,SPY,SPY
2016-01-04,MTUM,MTUM
2016-01-04,VLUE,VLUE
2016-01-04,USMV,USMV
2016-01-04,EFA,EFA
2016-01-05,SPY,SPY
2016-01-05,MTUM,MTUM
2016-01-05,VLUE,VLUE
2016-01-05,USMV,USMV
2016-01-05,EFA,EFA
2016-01-06,SPY,SPY
2016-01-06,MTUM,MTUM
2016-01-06,VLUE,VLUE
2016-01-06,USMV,USMV
2016-01-06,EFA,EFA
2016-01-07,SPY,SPY
2016-01-07,MTUM,MTUM
2016-01-07,VLUE,VLUE
2016-01-07,USMV,USMV
2016-01-07,EFA,EFA
2016-01-08,SPY,SPY
2016-01-08,MTUM,MTUM
2016-01-08,VLUE,VLUE
2016-01-08,USMV,USMV
2016-01-08,EFA,EFA
2016-01-11,SPY,SPY
2016-01-11,MTUM,MTUM
2016-01-11,VLUE,VLUE
2016-01-11,USMV,USMV
2016-01-11,EFA,EFA
2016-01-12,SPY,SPY
2016-01-12,MTUM,MTUM
2016-01-12,VLUE,VLUE
2016-01-12,USMV,USMV
2016-01-12,EFA,EFA
2016-01-13,SPY,SPY
2016-01-13,MTUM,MTUM
2016-01-13,VLUE,VLUE
2016-01-13,USMV,USMV
2016-01-13,EFA,EFA
2016-01-14,SPY,SPY
2016-01-14,MTUM,MTUM
2016-01-14,VLUE,VLUE
2016-01-14,USMV,USMV
2016-01-14,EFA,EFA
2016-01-15,SPY,SPY
2016-01-15,MTUM,MTUM
2016-01-15,VLUE,VLUE
2016-01-15,USMV,USMV
2016-01-15,EFA,EFA
2016-01-19,SPY,SPY
2016-01-19,MTUM,MTUM
2016-01-19,VLUE,VLUE
2016-01-19,USMV,USMV
2016-01-19,EFA,EFA
2016-01-20,SPY,SPY
2016-01-20,MTUM,MTUM
2016-01-20,VLUE,VLUE
2016-01-20,USMV,USMV
2016-01-20,EFA,EFA
2016-01-21,SPY,SPY
2016-01-21,MTUM,MTUM
2016-01-21,VLUE,VLUE
2016-01-21,USMV,USMV
2016-01-21,EFA,EFA
2016-01-22,SPY,SPY
2016-01-22,MTUM,MTUM
2016-01-22,VLUE,VLUE
2016-01-22,USMV,USMV
2016-01-22,EFA,EFA
2016-01-25,SPY,SPY
2016-01-25,MTUM,MTUM
2016-01-25,VLUE,VLUE
2016-01-25,USMV,USMV
2016-01-25,EFA,EFA
2016-01-26,SPY,SPY
2016-01-26,MTUM,MTUM
2016-01-26,VLUE,VLUE
2016-01-26,USMV,USMV
2016-01-26,EFA,EFA
2016-01-27,SPY,SPY
2016-01-27,MTUM,MTUM
2016-01-27,VLUE,VLUE
2016-01-27,USMV,USMV
2016-01-27,EFA,EFA
2016-01-28,SPY,SPY
2016-01-28,MTUM,MTUM
2016-01-28,VLUE,VLUE
2016-01-28,USMV,USMV
2016-01-28,EFA,EFA
2016-01-29,SPY,SPY
2016-01-29,MTUM,MTUM
2016-01-29,VLUE,VLUE
2016-01-29,USMV,USMV
2016-01-29,EFA,EFA
2016-02-01,SPY,SPY
2016-02-01,MTUM,MTUM
2016-02-01,VLUE,VLUE
2016-02-01,USMV,USMV
2016-02-01,EFA,EFA
2016-02-02,SPY,SPY
2016-02-02,MTUM,MTUM
2016-02-02,VLUE,VLUE
2016-02-02,USMV,USMV
2016-02-02,EFA,EFA
2016-02-03,SPY,SPY
2016-02-03,MTUM,MTUM
2016-02-03,VLUE,VLUE
2016-02-03,USMV,USMV
2016-02-03,EFA,EFA
2016-02-04,SPY,SPY
2016-02-04,MTUM,MTUM
2016-02-04,VLUE,VLUE
2016-02-04,USMV,USMV
2016-02-04,EFA,EFA
2016-02-05,SPY,SPY
2016-02-05,MTUM,MTUM
2016-02-05,VLUE,VLUE
2016-02-05,USMV,USMV
2016-02-05,EFA,EFA
2016-02-08,SPY,SPY
2016-02-08,MTUM,MTUM
2016-02-08,VLUE,VLUE
2016-02-08,USMV,USMV
2016-02-08,EFA,EFA
2016-02-09,SPY,SPY
2016-02-09,MTUM,MTUM
2016-02-09,VLUE,VLUE
2016-02-09,USMV,USMV
2016-02-09,EFA,EFA
2016-02-10,SPY,SPY
2016-02-10,MTUM,MTUM
2016-02-10,VLUE,VLUE
2016-02-10,USMV,USMV
2016-02-10,EFA,EFA
2016-02-11,SPY,SPY
2016-02-11,MTUM,MTUM
2016-02-11,VLUE,VLUE
2016-02-11,USMV,USMV
2016-02-11,EFA,EFA
2016-02-12,SPY,SPY
2016-02-12,MTUM,MTUM
2016-02-12,VLUE,VLUE
2016-02-12,USMV,USMV
2016-02-12,EFA,EFA
2016-02-16,SPY,SPY
2016-02-16,MTUM,MTUM
2016-02-16,VLUE,VLUE
2016-02-16,USMV,USMV
2016-02-16,EFA,EFA
2016-02-17,SPY,SPY
2016-02-17,MTUM,MTUM
2016-02-17,VLUE,VLUE
2016-02-17,USMV,USMV
2016-02-17,EFA,EFA
2016-02-18,SPY,SPY
2016-02-18,MTUM,MTUM
2016-02-18,VLUE,VLUE
2016-02-18,USMV,USMV
2016-02-18,EFA,EFA
2016-02-19,SPY,SPY
2016-02-19,MTUM,MTUM
2016-02-19,VLUE,VLUE
2016-02-19,USMV,USMV
2016-02-19,EFA,EFA
2016-02-22,SPY,SPY
2016-02-22,MTUM,MTUM
2016-02-22,VLUE,VLUE
2016-02-22,USMV,USMV
2016-02-22,EFA,EFA
2016-02-23,SPY,SPY
2016-02-23,MTUM,MTUM
2016-02-23,VLUE,VLUE
2016-02-23,USMV,USMV
2016-02-23,EFA,EFA
2016-02-24,SPY,SPY
2016-02-24,MTUM,MTUM
2016-02-24,VLUE,VLUE
2016-02-24,USMV,USMV
2016-02-24,EFA,EFA
2016-02-25,SPY,SPY
2016-02-25,MTUM,MTUM
2016-02-25,VLUE,VLUE
2016-02-25,USMV,USMV
2016-02-25,EFA,EFA
2016-02-26,SPY,SPY
2016-02-26,MTUM,MTUM
2016-02-26,VLUE,VLUE
2016-02-26,USMV,USMV
2016-02-26,EFA,EFA
2016-02-29,SPY,SPY
2016-02-29,MTUM,MTUM
2016-02-29,VLUE,VLUE
2016-02-29,USMV,USMV
2016-02-29,EFA,EFA
2016-03-01,SPY,SPY
2016-03-01,MTUM,MTUM
2016-03-01,VLUE,VLUE
2016-03-01,USMV,USMV
2016-03-01,EFA,EFA
2016-03-02,SPY,SPY
2016-03-02,MTUM,MTUM
2016-03-02,VLUE,VLUE
2016-03-02,USMV,USMV
2016-03-02,EFA,EFA
2016-03-03,SPY,SPY
2016-03-03,MTUM,MTUM
2016-03-03,VLUE,VLUE
2016-03-03,USMV,USMV
2016-03-03,EFA,EFA
2016-03-04,SPY,SPY
2016-03-04,MTUM,MTUM
2016-03-04,VLUE,VLUE
2016-03-04,USMV,USMV
2016-03-04,EFA,EFA
2016-03-07,SPY,SPY
2016-03-07,MTUM,MTUM
2016-03-07,VLUE,VLUE
2016-03-07,USMV,USMV
2016-03-07,EFA,EFA
2016-03-08,SPY,SPY
2016-03-08,MTUM,MTUM
2016-03-08,VLUE,VLUE
2016-03-08,USMV,USMV
2016-03-08,EFA,EFA
2016-03-09,SPY,SPY
2016-03-09,MTUM,MTUM
2016-03-09,VLUE,VLUE
2016-03-09,USMV,USMV
2016-03-09,EFA,EFA
2016-03-10,SPY,SPY
2016-03-10,MTUM,MTUM
2016-03-10,VLUE,VLUE
2016-03-10,USMV,USMV
2016-03-10,EFA,EFA
2016-03-11,SPY,SPY
2016-03-11,MTUM,MTUM
2016-03-11,VLUE,VLUE
2016-03-11,USMV,USMV
2016-03-11,EFA,EFA
2016-03-14,SPY,SPY
2016-03-14,MTUM,MTUM
2016-03-14,VLUE,VLUE
2016-03-14,USMV,USMV
2016-03-14,EFA,EFA
2016-03-15,SPY,SPY
2016-03-15,MTUM,MTUM
2016-03-15,VLUE,VLUE
2016-03-15,USMV,USMV
2016-03-15,EFA,EFA
2016-03-16,SPY,SPY
2016-03-16,MTUM,MTUM
2016-03-16,VLUE,VLUE
2016-03-16,USMV,USMV
2016-03-16,EFA,EFA
2016-03-17,SPY,SPY
2016-03-17,MTUM,MTUM
2016-03-17,VLUE,VLUE
2016-03-17,USMV,USMV
2016-03-17,EFA,EFA
2016-03-18,SPY,SPY
2016-03-18,MTUM,MTUM
2016-03-18,VLUE,VLUE
2016-03-18,USMV,USMV
2016-03-18,EFA,EFA
2016-03-21,SPY,SPY
2016-03-21,MTUM,MTUM
2016-03-21,VLUE,VLUE
2016-03-21,USMV,USMV
2016-03-21,EFA,EFA
2016-03-22,SPY,SPY
2016-03-22,MTUM,MTUM
2016-03-22,VLUE,VLUE
2016-03-22,USMV,USMV
2016-03-22,EFA,EFA
2016-03-23,SPY,SPY
2016-03-23,MTUM,MTUM
2016-03-23,VLUE,VLUE
2016-03-23,USMV,USMV
2016-03-23,EFA,EFA
2016-03-24,SPY,SPY
2016-03-24,MTUM,MTUM
2016-03-24,VLUE,VLUE
2016-03-24,USMV,USMV
2016-03-24,EFA,EFA
2016-03-28,SPY,SPY
2016-03-28,MTUM,MTUM
2016-03-28,VLUE,VLUE
2016-03-28,USMV,USMV
2016-03-28,EFA,EFA
2016-03-29,SPY,SPY
2016-03-29,MTUM,MTUM
2016-03-29,VLUE,VLUE
2016-03-29,USMV,USMV
2016-03-29,EFA,EFA
2016-03-30,SPY,SPY
2016-03-30,MTUM,MTUM
2016-03-30,VLUE,VLUE
2016-03-30,USMV,USMV
2016-03-30,EFA,EFA
2016-03-31,SPY,SPY
2016-03-31,MTUM,MTUM
2016-03-31,VLUE,VLUE
2016-03-31,USMV,USMV
2016-03-31,EFA,EFA
2016-04-01,SPY,SPY
2016-04-01,MTUM,MTUM
2016-04-01,VLUE,VLUE
2016-04-01,USMV,USMV
2016-04-01,EFA,EFA
2016-04-04,SPY,SPY
2016-04-04,MTUM,MTUM
2016-04-04,VLUE,VLUE
2016-04-04,USMV,USMV
2016-04-04,EFA,EFA
2016-04-05,SPY,SPY
2016-04-05,MTUM,MTUM
2016-04-05,VLUE,VLUE
2016-04-05,USMV,USMV
2016-04-05,EFA,EFA
2016-04-06,SPY,SPY
2016-04-06,MTUM,MTUM
2016-04-06,VLUE,VLUE
2016-04-06,USMV,USMV
2016-04-06,EFA,EFA
2016-04-07,SPY,SPY
2016-04-07,MTUM,MTUM
2016-04-07,VLUE,VLUE
2016-04-07,USMV,USMV
2016-04-07,EFA,EFA
2016-04-08,SPY,SPY
2016-04-08,MTUM,MTUM
2016-04-08,VLUE,VLUE
2016-04-08,USMV,USMV
2016-04-08,EFA,EFA
2016-04-11,SPY,SPY
2016-04-11,MTUM,MTUM
2016-04-11,VLUE,VLUE
2016-04-11,USMV,USMV
2016-04-11,EFA,EFA
2016-04-12,SPY,SPY
2016-04-12,MTUM,MTUM
2016-04-12,VLUE,VLUE
2016-04-12,USMV,USMV
2016-04-12,EFA,EFA
2016-04-13,SPY,SPY
2016-04-13,MTUM,MTUM
2016-04-13,VLUE,VLUE
2016-04-13,USMV,USMV
2016-04-13,EFA,EFA
2016-04-14,SPY,SPY
2016-04-14,MTUM,MTUM
2016-04-14,VLUE,VLUE
2016-04-14,USMV,USMV
2016-04-14,EFA,EFA
2016-04-15,SPY,SPY
2016-04-15,MTUM,MTUM
2016-04-15,VLUE,VLUE
2016-04-15,USMV,USMV
2016-04-15,EFA,EFA
2016-04-18,SPY,SPY
2016-04-18,MTUM,MTUM
2016-04-18,VLUE,VLUE
2016-04-18,USMV,USMV
2016-04-18,EFA,EFA
2016-04-19,SPY,SPY
2016-04-19,MTUM,MTUM
2016-04-19,VLUE,VLUE
2016-04-19,USMV,USMV
2016-04-19,EFA,EFA
2016-04-20,SPY,SPY
2016-04-20,MTUM,MTUM
2016-04-20,VLUE,VLUE
2016-04-20,USMV,USMV
2016-04-20,EFA,EFA
2016-04-21,SPY,SPY
2016-04-21,MTUM,MTUM
2016-04-21,VLUE,VLUE
2016-04-21,USMV,USMV
2016-04-21,EFA,EFA
2016-04-22,SPY,SPY
2016-04-22,MTUM,MTUM
2016-04-22,VLUE,VLUE
2016-04-22,USMV,USMV
2016-04-22,EFA,EFA
2016-04-25,SPY,SPY
2016-04-25,MTUM,MTUM
2016-04-25,VLUE,VLUE
2016-04-25,USMV,USMV
2016-04-25,EFA,EFA
2016-04-26,SPY,SPY
2016-04-26,MTUM,MTUM
2016-04-26,VLUE,VLUE
2016-04-26,USMV,USMV
2016-04-26,EFA,EFA
2016-04-27,SPY,SPY
2016-04-27,MTUM,MTUM
2016-04-27,VLUE,VLUE
2016-04-27,USMV,USMV
2016-04-27,EFA,EFA
2016-04-28,SPY,SPY
2016-04-28,MTUM,MTUM
2016-04-28,VLUE,VLUE
2016-04-28,USMV,USMV
2016-04-28,EFA,EFA
2016-04-29,SPY,SPY
2016-04-29,MTUM,MTUM
2016-04-29,VLUE,VLUE
2016-04-29,USMV,USMV
2016-04-29,EFA,EFA
2016-05-02,SPY,SPY
2016-05-02,MTUM,MTUM
2016-05-02,VLUE,VLUE
2016-05-02,USMV,USMV
2016-05-02,EFA,EFA
2016-05-03,SPY,SPY
2016-05-03,MTUM,MTUM
2016-05-03,VLUE,VLUE
2016-05-03,USMV,USMV
2016-05-03,EFA,EFA
2016-05-04,SPY,SPY
2016-05-04,MTUM,MTUM
2016-05-04,VLUE,VLUE
2016-05-04,USMV,USMV
2016-05-04,EFA,EFA
2016-05-05,SPY,SPY
2016-05-05,MTUM,MTUM
2016-05-05,VLUE,VLUE
2016-05-05,USMV,USMV
2016-05-05,EFA,EFA
2016-05-06,SPY,SPY
2016-05-06,MTUM,MTUM
2016-05-06,VLUE,VLUE
2016-05-06,USMV,USMV
2016-05-06,EFA,EFA
2016-05-09,SPY,SPY
2016-05-09,MTUM,MTUM
2016-05-09,VLUE,VLUE
2016-05-09,USMV,USMV
2016-05-09,EFA,EFA
2016-05-10,SPY,SPY
2016-05-10,MTUM,MTUM
2016-05-10,VLUE,VLUE
2016-05-10,USMV,USMV
2016-05-10,EFA,EFA
2016-05-11,SPY,SPY
2016-05-11,MTUM,MTUM
2016-05-11,VLUE,VLUE
