Date,ETF,ETF
2019-10-22,EFA,EFA
2019-10-23,SPY,SPY
2019-10-23,MTUM,MTUM
2019-10-23,VLUE,VLUE
2019-10-23,USMV,USMV
2019-10-23,EFA,EFA
2019-10-24,SPY,SPY
2019-10-24,MTUM,MTUM
2019-10-24,VLUE,VLUE
2019-10-24,USMV,USMV
2019-10-24,EFA,EFA
2019-10-25,SPY,SPY
2019-10-25,MTUM,MTUM
2019-10-25,VLUE,VLUE
2019-10-25,USMV,USMV
2019-10-25,EFA,EFA
2019-10-28,SPY,SPY
2019-10-28,MTUM,MTUM
2019-10-28,VLUE,VLUE
2019-10-28,USMV,USMV
2019-10-28,EFA,EFA
2019-10-29,SPY,SPY
2019-10-29,MTUM,MTUM
2019-10-29,VLUE,VLUE
2019-10-29,USMV,USMV
2019-10-29,EFA,EFA
2019-10-30,SPY,SPY
2019-10-30,MTUM,MTUM
2019-10-30,VLUE,VLUE
2019-10-30,USMV,USMV
2019-10-30,EFA,EFA
2019-10-31,SPY,SPY
2019-10-31,MTUM,MTUM
2019-10-31,VLUE,VLUE
2019-10-31,USMV,USMV
2019-10-31,EFA,EFA
2019-11-01,SPY,SPY
2019-11-01,MTUM,MTUM
2019-11-01,VLUE,VLUE
2019-11-01,USMV,USMV
2019-11-01,EFA,EFA
2019-11-04,SPY,SPY
2019-11-04,MTUM,MTUM
2019-11-04,VLUE,VLUE
2019-11-04,USMV,USMV
2019-11-04,EFA,EFA
2019-11-05,SPY,SPY
2019-11-05,MTUM,MTUM
2019-11-05,VLUE,VLUE
2019-11-05,USMV,USMV
2019-11-05,EFA,EFA
2019-11-06,SPY,SPY
2019-11-06,MTUM,MTUM
2019-11-06,VLUE,VLUE
2019-11-06,USMV,USMV
2019-11-06,EFA,EFA
2019-11-07,SPY,SPY
2019-11-07,MTUM,MTUM
2019-11-07,VLUE,VLUE
2019-11-07,USMV,USMV
2019-11-07,EFA,EFA
2019-11-08,SPY,SPY
2019-11-08,MTUM,MTUM
2019-11-08,VLUE,VLUE
2019-11-08,USMV,USMV
2019-11-08,EFA,EFA
2019-11-11,SPY,SPY
2019-11-11,MTUM,MTUM
2019-11-11,VLUE,VLUE
2019-11-11,USMV,USMV
2019-11-11,EFA,EFA
2019-11-12,SPY,SPY
2019-11-12,MTUM,MTUM
2019-11-12,VLUE,VLUE
2019-11-12,USMV,USMV
2019-11-12,EFA,EFA
2019-11-13,SPY,SPY
2019-11-13,MTUM,MTUM
2019-11-13,VLUE,VLUE
2019-11-13,USMV,USMV
2019-11-13,EFA,EFA
2019-11-14,SPY,SPY
2019-11-14,MTUM,MTUM
2019-11-14,VLUE,VLUE
2019-11-14,USMV,USMV
2019-11-14,EFA,EFA
2019-11-15,SPY,SPY
2019-11-15,MTUM,MTUM
2019-11-15,VLUE,VLUE
2019-11-15,USMV,USMV
2019-11-15,EFA,EFA
2019-11-18,SPY,SPY
2019-11-18,MTUM,MTUM
2019-11-18,VLUE,VLUE
2019-11-18,USMV,USMV
2019-11-18,EFA,EFA
2019-11-19,SPY,SPY
2019-11-19,MTUM,MTUM
2019-11-19,VLUE,VLUE
2019-11-19,USMV,USMV
2019-11-19,EFA,EFA
2019-11-20,SPY,SPY
2019-11-20,MTUM,MTUM
2019-11-20,VLUE,VLUE
2019-11-20,USMV,USMV
2019-11-20,EFA,EFA
2019-11-21,SPY,SPY
2019-11-21,MTUM,MTUM
2019-11-21,VLUE,VLUE
2019-11-21,USMV,USMV
2019-11-21,EFA,EFA
2019-11-22,SPY,SPY
2019-11-22,MTUM,MTUM
2019-11-22,VLUE,VLUE
2019-11-22,USMV,USMV
2019-11-22,EFA,EFA
2019-11-25,SPY,SPY
2019-11-25,MTUM,MTUM
2019-11-25,VLUE,VLUE
2019-11-25,USMV,USMV
2019-11-25,EFA,EFA
2019-11-26,SPY,SPY
2019-11-26,MTUM,MTUM
2019-11-26,VLUE,VLUE
2019-11-26,USMV,USMV
2019-11-26,EFA,EFA
2019-11-27,SPY,SPY
2019-11-27,MTUM,MTUM
2019-11-27,VLUE,VLUE
2019-11-27,USMV,USMV
2019-11-27,EFA,EFA
2019-11-29,SPY,SPY
2019-11-29,MTUM,MTUM
2019-11-29,VLUE,VLUE
2019-11-29,USMV,USMV
2019-11-29,EFA,EFA
2019-12-02,SPY,SPY
2019-12-02,MTUM,MTUM
2019-12-02,VLUE,VLUE
2019-12-02,USMV,USMV
2019-12-02,EFA,EFA
2019-12-03,SPY,SPY
2019-12-03,MTUM,MTUM
2019-12-03,VLUE,VLUE
2019-12-03,USMV,USMV
2019-12-03,EFA,EFA
2019-12-04,SPY,SPY
2019-12-04,MTUM,MTUM
2019-12-04,VLUE,VLUE
2019-12-04,USMV,USMV
2019-12-04,EFA,EFA
2019-12-05,SPY,SPY
2019-12-05,MTUM,MTUM
2019-12-05,VLUE,VLUE
2019-12-05,USMV,USMV
2019-12-05,EFA,EFA
2019-12-06,SPY,SPY
2019-12-06,MTUM,MTUM
2019-12-06,VLUE,VLUE
2019-12-06,USMV,USMV
2019-12-06,EFA,EFA
2019-12-09,SPY,SPY
2019-12-09,MTUM,MTUM
2019-12-09,VLUE,VLUE
2019-12-09,USMV,USMV
2019-12-09,EFA,EFA
2019-12-10,SPY,SPY
2019-12-10,MTUM,MTUM
2019-12-10,VLUE,VLUE
2019-12-10,USMV,USMV
2019-12-10,EFA,EFA
2019-12-11,SPY,SPY
2019-12-11,MTUM,MTUM
2019-12-11,VLUE,VLUE
2019-12-11,USMV,USMV
2019-12-11,EFA,EFA
2019-12-12,SPY,SPY
2019-12-12,MTUM,MTUM
2019-12-12,VLUE,VLUE
2019-12-12,USMV,USMV
2019-12-12,EFA,EFA
2019-12-13,SPY,SPY
2019-12-13,MTUM,MTUM
2019-12-13,VLUE,VLUE
2019-12-13,USMV,USMV
2019-12-13,EFA,EFA
2019-12-16,SPY,SPY
2019-12-16,MTUM,MTUM
2019-12-16,VLUE,VLUE
2019-12-16,USMV,USMV
2019-12-16,EFA,EFA
2019-12-17,SPY,SPY
2019-12-17,MTUM,MTUM
2019-12-17,VLUE,VLUE
2019-12-17,USMV,USMV
2019-12-17,EFA,EFA
2019-12-18,SPY,SPY
2019-12-18,MTUM,MTUM
2019-12-18,VLUE,VLUE
2019-12-18,USMV,USMV
2019-12-18,EFA,EFA
2019-12-19,SPY,SPY
2019-12-19,MTUM,MTUM
2019-12-19,VLUE,VLUE
2019-12-19,USMV,USMV
2019-12-19,EFA,EFA
2019-12-20,SPY,SPY
2019-12-20,MTUM,MTUM
2019-12-20,VLUE,VLUE
2019-12-20,USMV,USMV
2019-12-20,EFA,EFA
2019-12-23,SPY,SPY
2019-12-23,MTUM,MTUM
2019-12-23,VLUE,VLUE
2019-12-23,USMV,USMV
2019-12-23,EFA,EFA
2019-12-24,SPY,SPY
2019-12-24,MTUM,MTUM
2019-12-24,VLUE,VLUE
2019-12-24,USMV,USMV
2019-12-24,EFA,EFA
2019-12-26,SPY,SPY
2019-12-26,MTUM,MTUM
2019-12-26,VLUE,VLUE
2019-12-26,USMV,USMV
2019-12-26,EFA,EFA
2019-12-27,SPY,SPY
2019-12-27,MTUM,MTUM
2019-12-27,VLUE,VLUE
2019-12-27,USMV,USMV
2019-12-27,EFA,EFA
2019-12-30,SPY,SPY
2019-12-30,MTUM,MTUM
2019-12-30,VLUE,VLUE
2019-12-30,USMV,USMV
2019-12-30,EFA,EFA
2019-12-31,SPY,SPY
2019-12-31,MTUM,MTUM
2019-12-31,VLUE,VLUE
2019-12-31,USMV,USMV
2019-12-31,EFA,EFA
2020-01-02,SPY,SPY
2020-01-02,MTUM,MTUM
2020-01-02,VLUE,VLUE
2020-01-02,USMV,USMV
2020-01-02,EFA,EFA
2020-01-03,SPY,SPY
2020-01-03,MTUM,MTUM
2020-01-03,VLUE,VLUE
2020-01-03,USMV,USMV
2020-01-03,EFA,EFA
2020-01-06,SPY,SPY
2020-01-06,MTUM,MTUM
2020-01-06,VLUE,VLUE
2020-01-06,USMV,USMV
2020-01-06,EFA,EFA
2020-01-07,SPY,SPY
2020-01-07,MTUM,MTUM
2020-01-07,VLUE,VLUE
2020-01-07,USMV,USMV
2020-01-07,EFA,EFA
2020-01-08,SPY,SPY
2020-01-08,MTUM,MTUM
2020-01-08,VLUE,VLUE
2020-01-08,USMV,USMV
2020-01-08,EFA,EFA
2020-01-09,SPY,SPY
2020-01-09,MTUM,MTUM
2020-01-09,VLUE,VLUE
2020-01-09,USMV,USMV
2020-01-09,EFA,EFA
2020-01-10,SPY,SPY
2020-01-10,MTUM,MTUM
2020-01-10,VLUE,VLUE
2020-01-10,USMV,USMV
2020-01-10,EFA,EFA
2020-01-13,SPY,SPY
2020-01-13,MTUM,MTUM
2020-01-13,VLUE,VLUE
2020-01-13,USMV,USMV
2020-01-13,EFA,EFA
2020-01-14,SPY,SPY
2020-01-14,MTUM,MTUM
2020-01-14,VLUE,VLUE
2020-01-14,USMV,USMV
2020-01-14,EFA,EFA
2020-01-15,SPY,SPY
2020-01-15,MTUM,MTUM
2020-01-15,VLUE,VLUE
2020-01-15,USMV,USMV
2020-01-15,EFA,EFA
2020-01-16,SPY,SPY
2020-01-16,MTUM,MTUM
2020-01-16,VLUE,VLUE
2020-01-16,USMV,USMV
2020-01-16,EFA,EFA
2020-01-17,SPY,SPY
2020-01-17,MTUM,MTUM
2020-01-17,VLUE,VLUE
2020-01-17,USMV,USMV
2020-01-17,EFA,EFA
2020-01-21,SPY,SPY
2020-01-21,MTUM,MTUM
2020-01-21,VLUE,VLUE
2020-01-21,USMV,USMV
2020-01-21,EFA,EFA
2020-01-22,SPY,SPY
2020-01-22,MTUM,MTUM
2020-01-22,VLUE,VLUE
2020-01-22,USMV,USMV
2020-01-22,EFA,EFA
2020-01-23,SPY,SPY
2020-01-23,MTUM,MTUM
2020-01-23,VLUE,VLUE
2020-01-23,USMV,USMV
2020-01-23,EFA,EFA
2020-01-24,SPY,SPY
2020-01-24,MTUM,MTUM
2020-01-24,VLUE,VLUE
2020-01-24,USMV,USMV
2020-01-24,EFA,EFA
2020-01-27,SPY,SPY
2020-01-27,MTUM,MTUM
2020-01-27,VLUE,VLUE
2020-01-27,USMV,USMV
2020-01-27,EFA,EFA
2020-01-28,SPY,SPY
2020-01-28,MTUM,MTUM
2020-01-28,VLUE,VLUE
2020-01-28,USMV,USMV
2020-01-28,EFA,EFA
2020-01-29,SPY,SPY
2020-01-29,MTUM,MTUM
2020-01-29,VLUE,VLUE
2020-01-29,USMV,USMV
2020-01-29,EFA,EFA
2020-01-30,SPY,SPY
2020-01-30,MTUM,MTUM
2020-01-30,VLUE,VLUE
2020-01-30,USMV,USMV
2020-01-30,EFA,EFA
2020-01-31,SPY,SPY
2020-01-31,MTUM,MTUM
2020-01-31,VLUE,VLUE
2020-01-31,USMV,USMV
2020-01-31,EFA,EFA
2020-02-03,SPY,SPY
2020-02-03,MTUM,MTUM
2020-02-03,VLUE,VLUE
2020-02-03,USMV,USMV
2020-02-03,EFA,EFA
2020-02-04,SPY,SPY
2020-02-04,MTUM,MTUM
2020-02-04,VLUE,VLUE
2020-02-04,USMV,USMV
2020-02-04,EFA,EFA
2020-02-05,SPY,SPY
2020-02-05,MTUM,MTUM
2020-02-05,VLUE,VLUE
2020-02-05,USMV,USMV
2020-02-05,EFA,EFA
2020-02-06,SPY,SPY
2020-02-06,MTUM,MTUM
2020-02-06,VLUE,VLUE
2020-02-06,USMV,USMV
2020-02-06,EFA,EFA
2020-02-07,SPY,SPY
2020-02-07,MTUM,MTUM
2020-02-07,VLUE,VLUE
2020-02-07,USMV,USMV
2020-02-07,EFA,EFA
2020-02-10,SPY,SPY
2020-02-10,MTUM,MTUM
2020-02-10,VLUE,VLUE
2020-02-10,USMV,USMV
2020-02-10,EFA,EFA
2020-02-11,SPY,SPY
2020-02-11,MTUM,MTUM
2020-02-11,VLUE,VLUE
2020-02-11,USMV,USMV
2020-02-11,EFA,EFA
2020-02-12,SPY,SPY
2020-02-12,MTUM,MTUM
2020-02-12,VLUE,VLUE
2020-02-12,USMV,USMV
2020-02-12,EFA,EFA
2020-02-13,SPY,SPY
2020-02-13,MTUM,MTUM
2020-02-13,VLUE,VLUE
2020-02-13,USMV,USMV
2020-02-13,EFA,EFA
2020-02-14,SPY,SPY
2020-02-14,MTUM,MTUM
2020-02-14,VLUE,VLUE
2020-02-14,USMV,USMV
2020-02-14,EFA,EFA
2020-02-18,SPY,SPY
2020-02-18,MTUM,MTUM
2020-02-18,VLUE,VLUE
2020-02-18,USMV,USMV
2020-02-18,EFA,EFA
2020-02-19,SPY,SPY
2020-02-19,MTUM,MTUM
2020-02-19,VLUE,VLUE
2020-02-19,USMV,USMV
2020-02-19,EFA,EFA
2020-02-20,SPY,SPY
2020-02-20,MTUM,MTUM
2020-02-20,VLUE,VLUE
2020-02-20,USMV,USMV
2020-02-20,EFA,EFA
2020-02-21,SPY,SPY
2020-02-21,MTUM,MTUM
2020-02-21,VLUE,VLUE
2020-02-21,USMV,USMV
2020-02-21,EFA,EFA
2020-02-24,SPY,SPY
2020-02-24,MTUM,MTUM
2020-02-24,VLUE,VLUE
2020-02-24,USMV,USMV
2020-02-24,EFA,EFA
2020-02-25,SPY,SPY
2020-02-25,MTUM,MTUM
2020-02-25,VLUE,VLUE
2020-02-25,USMV,USMV
2020-02-25,EFA,EFA
2020-02-26,SPY,SPY
2020-02-26,MTUM,MTUM
2020-02-26,VLUE,VLUE
2020-02-26,USMV,USMV
2020-02-26,EFA,EFA
2020-02-27,SPY,SPY
2020-02-27,MTUM,MTUM
2020-02-27,VLUE,VLUE
2020-02-27,USMV,USMV
2020-02-27,EFA,EFA
2020-02-28,SPY,SPY
2020-02-28,MTUM,MTUM
2020-02-28,VLUE,VLUE
2020-02-28,USMV,USMV
2020-02-28,EFA,EFA
2020-03-02,SPY,SPY
2020-03-02,MTUM,MTUM
2020-03-02,VLUE,VLUE
2020-03-02,USMV,USMV
2020-03-02,EFA,EFA
2020-03-03,SPY,SPY
2020-03-03,MTUM,MTUM
2020-03-03,VLUE,VLUE
2020-03-03,USMV,USMV
2020-03-03,EFA,EFA
2020-03-04,SPY,SPY
2020-03-04,MTUM,MTUM
2020-03-04,VLUE,VLUE
2020-03-04,USMV,USMV
2020-03-04,EFA,EFA
2020-03-05,SPY,SPY
2020-03-05,MTUM,MTUM
2020-03-05,VLUE,VLUE
2020-03-05,USMV,USMV
2020-03-05,EFA,EFA
2020-03-06,SPY,SPY
2020-03-06,MTUM,MTUM
2020-03-06,VLUE,VLUE
2020-03-06,USMV,USMV
2020-03-06,EFA,EFA
2020-03-09,SPY,SPY
2020-03-09,MTUM,MTUM
2020-03-09,VLUE,VLUE
2020-03-09,USMV,USMV
2020-03-09,EFA,EFA
2020-03-10,SPY,SPY
2020-03-10,MTUM,MTUM
2020-03-10,VLUE,VLUE
2020-03-10,USMV,USMV
2020-03-10,EFA,EFA
2020-03-11,SPY,SPY
2020-03-11,MTUM,MTUM
2020-03-11,VLUE,VLUE
2020-03-11,USMV,USMV
2020-03-11,EFA,EFA
2020-03-12,SPY,SPY
2020-03-12,MTUM,MTUM
2020-03-12,VLUE,VLUE
2020-03-12,USMV,USMV
2020-03-12,EFA,EFA
2020-03-13,SPY,SPY
2020-03-13,MTUM,MTUM
2020-03-13,VLUE,VLUE
2020-03-13,USMV,USMV
2020-03-13,EFA,EFA
2020-03-16,SPY,SPY
2020-03-16,MTUM,MTUM
2020-03-16,VLUE,VLUE
2020-03-16,USMV,USMV
2020-03-16,EFA,EFA
2020-03-17,SPY,SPY
2020-03-17,MTUM,MTUM
2020-03-17,VLUE,VLUE
2020-03-17,USMV,USMV
2020-03-17,EFA,EFA
2020-03-18,SPY,SPY
2020-03-18,MTUM,MTUM
2020-03-18,VLUE,VLUE
2020-03-18,USMV,USMV
2020-03-18,EFA,EFA
2020-03-19,SPY,SPY
2020-03-19,MTUM,MTUM
2020-03-19,VLUE,VLUE
2020-03-19,USMV,USMV
2020-03-19,EFA,EFA
2020-03-20,SPY,SPY
2020-03-20,MTUM,MTUM
2020-03-20,VLUE,VLUE
2020-03-20,USMV,USMV
2020-03-20,EFA,EFA
2020-03-23,SPY,SPY
2020-03-23,MTUM,MTUM
2020-03-23,VLUE,VLUE
2020-03-23,USMV,USMV
2020-03-23,EFA,EFA
2020-03-24,SPY,SPY
2020-03-24,MTUM,MTUM
2020-03-24,VLUE,VLUE
2020-03-24,USMV,USMV
2020-03-24,EFA,EFA
2020-03-25,SPY,SPY
2020-03-25,MTUM,MTUM
2020-03-25,VLUE,VLUE
2020-03-25,USMV,USMV
2020-03-25,EFA,EFA
2020-03-26,SPY,SPY
2020-03-26,MTUM,MTUM
2020-03-26,VLUE,VLUE
2020-03-26,USMV,USMV
2020-03-26,EFA,EFA
2020-03-27,SPY,SPY
2020-03-27,MTUM,MTUM
2020-03-27,VLUE,VLUE
2020-03-27,USMV,USMV
2020-03-27,EFA,EFA
2020-03-30,SPY,SPY
2020-03-30,MTUM,MTUM
2020-03-30,VLUE,VLUE
2020-03-30,USMV,USMV
2020-03-30,EFA,EFA
2020-03-31,SPY,SPY
2020-03-31,MTUM,MTUM
2020-03-31,VLUE,VLUE
2020-03-31,USMV,USMV
2020-03-31,EFA,EFA
2020-04-01,SPY,SPY
2020-04-01,MTUM,MTUM
2020-04-01,VLUE,VLUE
2020-04-01,USMV,USMV
2020-04-01,EFA,EFA
2020-04-02,SPY,SPY
2020-04-02,MTUM,MTUM
2020-04-02,VLUE,VLUE
2020-04-02,USMV,USMV
2020-04-02,EFA,EFA
2020-04-03,SPY,SPY
2020-04-03,MTUM,MTUM
2020-04-03,VLUE,VLUE
2020-04-03,USMV,USMV
2020-04-03,EFA,EFA
2020-04-06,SPY,SPY
2020-04-06,MTUM,MTUM
2020-04-06,VLUE,VLUE
2020-04-06,USMV,USMV
2020-04-06,EFA,EFA
2020-04-07,SPY,SPY
2020-04-07,MTUM,MTUM
2020-04-07,VLUE,VLUE
2020-04-07,USMV,USMV
2020-04-07,EFA,EFA
2020-04-08,SPY,SPY
2020-04-08,MTUM,MTUM
2020-04-08,VLUE,VLUE
2020-04-08,USMV,USMV
2020-04-08,EFA,EFA
2020-04-09,SPY,SPY
2020-04-09,MTUM,MTUM
2020-04-09,VLUE,VLUE
2020-04-09,USMV,USMV
2020-04-09,EFA,EFA
2020-04-13,SPY,SPY
2020-04-13,MTUM,MTUM
2020-04-13,VLUE,VLUE
2020-04-13,USMV,USMV
2020-04-13,EFA,EFA
2020-04-14,SPY,SPY
2020-04-14,MTUM,MTUM
2020-04-14,VLUE,VLUE
2020-04-14,USMV,USMV
2020-04-14,EFA,EFA
2020-04-15,SPY,SPY
2020-04-15,MTUM,MTUM
2020-04-15,VLUE,VLUE
2020-04-15,USMV,USMV
2020-04-15,EFA,EFA
2020-04-16,SPY,SPY
2020-04-16,MTUM,MTUM
2020-04-16,VLUE,VLUE
2020-04-16,USMV,USMV
2020-04-16,EFA,EFA
2020-04-17,SPY,SPY
2020-04-17,MTUM,MTUM
2020-04-17,VLUE,VLUE
2020-04-17,USMV,USMV
2020-04-17,EFA,EFA
2020-04-20,SPY,SPY
2020-04-20,MTUM,MTUM
2020-04-20,VLUE,VLUE
2020-04-20,USMV,USMV
2020-04-20,EFA,EFA
2020-04-21,SPY,SPY
2020-04-21,MTUM,MTUM
2020-04-21,VLUE,VLUE
2020-04-21,USMV,USMV
2020-04-21,EFA,EFA
2020-04-22,SPY,SPY
2020-04-22,MTUM,MTUM
2020-04-22,VLUE,VLUE
2020-04-22,USMV,USMV
2020-04-22,EFA,EFA
2020-04-23,SPY,SPY
2020-04-23,MTUM,MTUM
2020-04-23,VLUE,VLUE
2020-04-23,USMV,USMV
2020-04-23,EFA,EFA
2020-04-24,SPY,SPY
2020-04-24,MTUM,MTUM
2020-04-24,VLUE,VLUE
2020-04-24,USMV,USMV
2020-04-24,EFA,EFA
2020-04-27,SPY,SPY
2020-04-27,MTUM,MTUM
2020-04-27,VLUE,VLUE
2020-04-27,USMV,USMV
2020-04-27,EFA,EFA
2020-04-28,SPY,SPY
2020-04-28,MTUM,MTUM
2020-04-28,VLUE,VLUE
2020-04-28,USMV,USMV
2020-04-28,EFA,EFA
2020-04-29,SPY,SPY
2020-04-29,MTUM,MTUM
2020-04-29,VLUE,VLUE
2020-04-29,USMV,USMV
2020-04-29,EFA,EFA
2020-04-30,SPY,SPY
2020-04-30,MTUM,MTUM
2020-04-30,VLUE,VLUE
2020-04-30,USMV,USMV
2020-04-30,EFA,EFA
2020-05-01,SPY,SPY
2020-05-01,MTUM,MTUM
2020-05-01,VLUE,VLUE
2020-05-01,USMV,USMV
2020-05-01,EFA,EFA
2020-05-04,SPY,SPY
2020-05-04,MTUM,MTUM
2020-05-04,VLUE,VLUE
2020-05-04,USMV,USMV
2020-05-04,EFA,EFA
2020-05-05,SPY,SPY
2020-05-05,MTUM,MTUM
2020-05-05,VLUE,VLUE
2020-05-05,USMV,USMV
2020-05-05,EFA,EFA
2020-05-06,SPY,SPY
2020-05-06,MTUM,MTUM
2020-05-06,VLUE,VLUE
2020-05-06,USMV,USMV
2020-05-06,EFA,EFA
2020-05-07,SPY,SPY
2020-05-07,MTUM,MTUM
2020-05-07,VLUE,VLUE
2020-05-07,USMV,USMV
2020-05-07,EFA,EFA
2020-05-08,SPY,SPY
2020-05-08,MTUM,MTUM
2020-05-08,VLUE,VLUE
2020-05-08,USMV,USMV
2020-05-08,EFA,EFA
2020-05-11,SPY,SPY
2020-05-11,MTUM,MTUM
2020-05-11,VLUE,VLUE
2020-05-11,USMV,USMV
2020-05-11,EFA,EFA
2020-05-12,SPY,SPY
2020-05-12,MTUM,MTUM
2020-05-12,VLUE,VLUE
2020-05-12,USMV,USMV
2020-05-12,EFA,EFA
2020-05-13,SPY,SPY
2020-05-13,MTUM,MTUM
2020-05-13,VLUE,VLUE
2020-05-13,USMV,USMV
2020-05-13,EFA,EFA
2020-05-14,SPY,SPY
2020-05-14,MTUM,MTUM
2020-05-14,VLUE,VLUE
2020-05-14,USMV,USMV
2020-05-14,EFA,EFA
2020-05-15,SPY,SPY
2020-05-15,MTUM,MTUM
2020-05-15,VLUE,VLUE
2020-05-15,USMV,USMV
2020-05-15,EFA,EFA
2020-05-18,SPY,SPY
2020-05-18,MTUM,MTUM
2020-05-18,VLUE,VLUE
2020-05-18,USMV,USMV
2020-05-18,EFA,EFA
2020-05-19,SPY,SPY
2020-05-19,MTUM,MTUM
2020-05-19,VLUE,VLUE
2020-05-19,USMV,USMV
2020-05-19,EFA,EFA
2020-05-20,SPY,SPY
2020-05-20,MTUM,MTUM
2020-05-20,VLUE,VLUE
2020-05-20,USMV,USMV
2020-05-20,EFA,EFA
2020-05-21,SPY,SPY
2020-05-21,MTUM,MTUM
2020-05-21,VLUE,VLUE
2020-05-21,USMV,USMV
2020-05-21,EFA,EFA
2020-05-22,SPY,SPY
2020-05-22,MTUM,MTUM
2020-05-22,VLUE,VLUE
2020-05-22,USMV,USMV
2020-05-22,EFA,EFA
2020-05-26,SPY,SPY
2020-05-26,MTUM,MTUM
2020-05-26,VLUE,VLUE
2020-05-26,USMV,USMV
2020-05-26,EFA,EFA
2020-05-27,SPY,SPY
2020-05-27,MTUM,MTUM
2020-05-27,VLUE,VLUE
2020-05-27,USMV,USMV
2020-05-27,EFA,EFA
2020-05-28,SPY,SPY
2020-05-28,MTUM,MTUM
2020-05-28,VLUE,VLUE
2020-05-28,USMV,USMV
2020-05-28,EFA,EFA
2020-05-29,SPY,SPY
2020-05-29,MTUM,MTUM
2020-05-29,VLUE,VLUE
2020-05-29,USMV,USMV
2020-05-29,EFA,EFA
2020-06-01,SPY,SPY
2020-06-01,MTUM,MTUM
2020-06-01,VLUE,VLUE
2020-06-01,USMV,USMV
2020-06-01,EFA,EFA
2020-06-02,SPY,SPY
2020-06-02,MTUM,MTUM
2020-06-02,VLUE,VLUE
2020-06-02,USMV,USMV
2020-06-02,EFA,EFA
2020-06-03,SPY,SPY
2020-06-03,MTUM,MTUM
2020-06-03,VLUE,VLUE
2020-06-03,USMV,USMV
2020-06-03,EFA,EFA
2020-06-04,SPY,SPY
2020-06-04,MTUM,MTUM
2020-06-04,VLUE,VLUE
2020-06-04,USMV,USMV
2020-06-04,EFA,EFA
2020-06-05,SPY,SPY
2020-06-05,MTUM,MTUM
2020-06-05,VLUE,VLUE
2020-06-05,USMV,USMV
2020-06-05,EFA,EFA
2020-06-08,SPY,SPY
2020-06-08,MTUM,MTUM
2020-06-08,VLUE,VLUE
2020-06-08,USMV,USMV
2020-06-08,EFA,EFA
2020-06-09,SPY,SPY
2020-06-09,MTUM,MTUM
2020-06-09,VLUE,VLUE
2020-06-09,USMV,USMV
2020-06-09,EFA,EFA
2020-06-10,SPY,SPY
2020-06-10,MTUM,MTUM
2020-06-10,VLUE,VLUE
2020-06-10,USMV,USMV
2020-06-10,EFA,EFA
2020-06-11,SPY,SPY
2020-06-11,MTUM,MTUM
2020-06-11,VLUE,VLUE
2020-06-11,USMV,USMV
2020-06-11,EFA,EFA
2020-06-12,SPY,SPY
2020-06-12,MTUM,MTUM
2020-06-12,VLUE,VLUE
2020-06-12,USMV,USMV
2020-06-12,EFA,EFA
2020-06-15,SPY,SPY
2020-06-15,MTUM,MTUM
2020-06-15,VLUE,VLUE
2020-06-15,USMV,USMV
2020-06-15,EFA,EFA
2020-06-16,SPY,SPY
2020-06-16,MTUM,MTUM
2020-06-16,VLUE,VLUE
2020-06-16,USMV,USMV
2020-06-16,EFA,EFA
2020-06-17,SPY,SPY
2020-06-17,MTUM,MTUM
2020-06-17,VLUE,VLUE
2020-06-17,USMV,USMV
2020-06-17,EFA,EFA
2020-06-18,SPY,SPY
2020-06-18,MTUM,MTUM
2020-06-18,VLUE,VLUE
2020-06-18,USMV,USMV
2020-06-18,EFA,EFA
2020-06-19,SPY,SPY
2020-06-19,MTUM,MTUM
2020-06-19,VLUE,VLUE
2020-06-19,USMV,USMV
2020-06-19,EFA,EFA
2020-06-22,SPY,SPY
2020-06-22,MTUM,MTUM
2020-06-22,VLUE,VLUE
2020-06-22,USMV,USMV
2020-06-22,EFA,EFA
2020-06-23,SPY,SPY
2020-06-23,MTUM,MTUM
2020-06-23,VLUE,VLUE
2020-06-23,USMV,USMV
2020-06-23,EFA,EFA
2020-06-24,SPY,SPY
2020-06-24,MTUM,MTUM
2020-06-24,VLUE,VLUE
2020-06-24,USMV,USMV
2020-06-24,EFA,EFA
2020-06-25,SPY,SPY
2020-06-25,MTUM,MTUM
2020-06-25,VLUE,VLUE
2020-06-25,USMV,USMV
2020-06-25,EFA,EFA
2020-06-26,SPY,SPY
2020-06-26,MTUM,MTUM
2020-06-26,VLUE,VLUE
2020-06-26,USMV,USMV
2020-06-26,EFA,EFA
2020-06-29,SPY,SPY
2020-06-29,MTUM,MTUM
2020-06-29,VLUE,VLUE
2020-06-29,USMV,USMV
2020-06-29,EFA,EFA
2020-06-30,SPY,SPY
2020-06-30,MTUM,MTUM
2020-06-30,VLUE,VLUE
2020-06-30,USMV,USMV
2020-06-30,EFA,EFA
2020-07-01,SPY,SPY
2020-07-01,MTUM,MTUM
2020-07-01,VLUE,VLUE
2020-07-01,USMV,USMV
2020-07-01,EFA,EFA
2020-07-02,SPY,SPY
2020-07-02,MTUM,MTUM
2020-07-02,VLUE,VLUE
2020-07-02,USMV,USMV
2020-07-02,EFA,EFA
2020-07-06,SPY,SPY
2020-07-06,MTUM,MTUM
2020-07-06,VLUE,VLUE
2020-07-06,USMV,USMV
2020-07-06,EFA,EFA
2020-07-07,SPY,SPY
2020-07-07,MTUM,MTUM
2020-07-07,VLUE,VLUE
2020-07-07,USMV,USMV
